i,j,mocoeff
0,98,  3.245903928820e-02
0,99,  0.000000000000e+00
0,100,  0.000000000000e+00
0,101,  1.550113912496e-01
0,102,  0.000000000000e+00
0,103, -2.752586425059e-03
0,104,  0.000000000000e+00
0,105, -3.383489344627e-02
0,106,  0.000000000000e+00
0,107,  1.738182598418e-02
0,108, -2.097359706273e-02
0,109, -1.804957637083e-01
0,110, -1.080829598147e-01
0,111,  1.650601762906e-01
0,112,  1.847709070048e-01
0,113, -2.681627794164e-01
0,114,  0.000000000000e+00
0,115,  0.000000000000e+00
0,116, -1.614392396989e-02
0,117, -1.095317943260e-02
0,118,  0.000000000000e+00
0,119,  0.000000000000e+00
0,120,  0.000000000000e+00
0,121,  1.761406264405e-01
0,122,  6.510512120074e-02
0,123,  1.852503363783e-01
0,124,  1.052269652151e-01
0,125, -1.931848331278e-01
0,126,  0.000000000000e+00
0,127,  0.000000000000e+00
0,128,  1.736106908900e-01
0,129,  9.312790306834e-02
0,130,  0.000000000000e+00
0,131,  3.894435989346e-02
0,132, -9.159260717885e-02
0,133,  0.000000000000e+00
0,134,  0.000000000000e+00
0,135, -3.922222530102e-01
0,136,  5.082629174914e-01
0,137, -4.014134353688e-02
0,138, -1.877329416532e-01
0,139, -2.040596808279e-01
0,140,  0.000000000000e+00
0,141,  0.000000000000e+00
0,142,  0.000000000000e+00
0,143, -2.364399877521e-03
0,144,  1.283295200695e-02
0,145,  9.819671693025e-02
0,146,  1.522849858848e-01
0,147, -3.122313412786e-02
0,148,  3.499335434680e-02
0,149,  0.000000000000e+00
0,150,  2.462149537258e-01
0,151, -3.196123572597e-01
0,152,  1.597313880129e-01
0,153,  0.000000000000e+00
0,154, -1.690950766164e-01
0,155,  0.000000000000e+00
0,156, -9.518867123635e-02
0,157,  0.000000000000e+00
0,158, -8.310922109319e-02
0,159, -1.177867841249e-01
0,160,  1.911152446150e-02
0,161,  0.000000000000e+00
0,162,  0.000000000000e+00
0,163, -7.112435070392e-02
0,164,  1.486541529936e-01
0,165, -1.933866258021e-01
0,166,  8.741165289288e-02
0,167,  2.433109731900e-01
0,168, -1.273551685839e-01
0,169,  3.118780956113e-01
0,170,  1.090033948602e-01
0,171,  2.837356070103e-01
0,172,  2.886138477943e-02
0,173, -2.642196033552e-01
0,174,  8.101032617592e-03
0,175, -1.296561039649e-01
0,176,  3.530508156630e-02
0,177,  4.879533527050e-02
0,178, -1.363170612225e-01
0,179,  9.859984332125e-02
1,0, -1.343284126606e-04
1,1,  7.781862118358e-05
1,2,  1.751283364648e-03
1,3,  1.696110672288e-03
1,4,  1.208637092939e-03
1,5,  1.357870953206e-03
1,6, -1.329717541895e-03
1,7, -1.303947961576e-03
1,8,  2.170373142014e-03
1,9,  2.057825542817e-03
1,10,  1.093520452782e-01
1,11,  1.765080647793e-01
1,12,  7.434349115813e-02
1,13,  1.719291755624e-01
1,14,  1.193475845724e-01
1,15, -1.128945325541e-01
1,16,  1.396626027548e-01
1,17, -4.274448244398e-02
1,18, -1.199281705199e-01
1,19, -5.022478072255e-03
1,20,  9.056478220843e-03
1,21, -5.909604385660e-02
1,22, -1.872354714258e-02
1,23,  2.761938807839e-02
1,24, -3.138591689278e-02
1,25,  1.511656773663e-02
1,26, -1.785700260721e-02
1,27,  1.027028948187e-02
1,28, -6.240737673812e-03
1,29,  0.000000000000e+00
1,30,  0.000000000000e+00
1,31,  0.000000000000e+00
1,32,  0.000000000000e+00
1,33,  0.000000000000e+00
1,34,  0.000000000000e+00
1,35,  0.000000000000e+00
1,36,  0.000000000000e+00
1,37,  0.000000000000e+00
1,38,  0.000000000000e+00
1,39, -2.070300466149e-02
1,40, -2.620415635818e-02
1,41,  2.111486197137e-02
1,42,  3.588030911273e-02
1,43,  4.779135525907e-02
1,44,  9.919184118712e-02
1,45,  7.103001230353e-03
1,46, -9.659669257370e-02
1,47,  1.437842809229e-02
1,48,  4.809243217329e-02
1,49, -2.526793573395e-02
1,50, -2.242296000012e-02
1,51, -6.116196397325e-02
1,52, -5.909335428641e-03
1,53, -3.980220486221e-02
1,54, -5.679772726196e-02
1,55,  2.004389783632e-02
1,56, -6.072045835260e-02
1,57,  0.000000000000e+00
1,58,  9.236441315915e-02
1,59,  2.762731986281e-01
1,60, -3.400352299647e-02
1,61,  0.000000000000e+00
1,62,  3.344963527825e-02
1,63,  0.000000000000e+00
1,64, -3.423053569688e-01
1,65, -8.226245511012e-02
1,66,  3.531713549176e-02
1,67,  2.166187715458e-01
1,68, -4.781187465184e-02
1,69, -1.888587101982e-01
1,70,  0.000000000000e+00
1,71,  0.000000000000e+00
1,72, -1.134397253611e-01
1,73,  0.000000000000e+00
1,74,  0.000000000000e+00
1,75,  0.000000000000e+00
1,76, -7.231092382926e-02
1,77,  1.480012698452e-01
1,78, -2.449265913850e-01
1,79, -2.921428222826e-02
1,80,  0.000000000000e+00
1,81, -8.448671860658e-02
1,82, -3.561189004632e-01
1,83,  1.363307374989e-01
1,84,  6.148813093004e-02
1,85,  0.000000000000e+00
1,86,  0.000000000000e+00
1,87, -5.611660183929e-02
1,88,  0.000000000000e+00
1,89,  2.440075293774e-01
1,90,  4.813580645936e-01
1,91, -5.525408850201e-01
1,92, -4.669327332111e-01
1,93,  6.903755778010e-01
1,94,  0.000000000000e+00
1,95,  4.389028207315e-01
1,96,  1.953609991827e-01
1,97,  0.000000000000e+00
1,98,  9.485450047449e-02
1,99,  0.000000000000e+00
1,100,  0.000000000000e+00
1,101,  3.856064040273e-01
1,102,  0.000000000000e+00
1,103, -2.352873630657e-02
1,104,  0.000000000000e+00
1,105, -7.841488514932e-02
1,106,  0.000000000000e+00
1,107, -1.260755103850e-02
1,108, -5.199762667058e-02
1,109, -3.641110750841e-01
1,110, -2.103323752612e-01
1,111,  3.247622725264e-01
1,112,  3.598121072893e-01
1,113, -5.540208800300e-01
1,114,  0.000000000000e+00
1,115,  0.000000000000e+00
1,116, -2.698276252727e-02
1,117, -2.474548640416e-02
1,118,  0.000000000000e+00
1,119,  0.000000000000e+00
1,120,  0.000000000000e+00
1,121,  3.796934446930e-01
1,122,  1.537650955934e-01
1,123,  4.045569318608e-01
1,124,  2.780287325734e-01
1,125, -4.134320395353e-01
1,126,  0.000000000000e+00
1,127,  0.000000000000e+00
1,128,  3.914120224682e-01
1,129,  2.198489458476e-01
1,130,  0.000000000000e+00
1,131,  6.477480303600e-02
1,132, -1.425117949397e-01
1,133,  0.000000000000e+00
1,134,  0.000000000000e+00
1,135, -7.520593424100e-01
1,136,  9.626861781794e-01
1,137, -5.528794318409e-02
1,138, -4.022978411639e-01
1,139, -3.847186415881e-01
1,140,  0.000000000000e+00
1,141,  0.000000000000e+00
1,142,  0.000000000000e+00
1,143,  6.344168237864e-02
1,144,  1.993759112144e-02
1,145,  1.209536689432e-01
1,146,  2.335577221490e-01
1,147, -1.230191738269e-01
1,148,  5.477504380109e-02
1,149,  0.000000000000e+00
1,150,  4.897556475518e-01
1,151, -6.036173682946e-01
1,152,  3.015128911620e-01
1,153,  0.000000000000e+00
1,154, -2.944078905854e-01
1,155,  0.000000000000e+00
1,156, -1.724585950279e-01
1,157,  0.000000000000e+00
1,158, -2.365480330416e-01
1,159, -2.721860187153e-01
1,160,  2.568549261473e-02
1,161,  0.000000000000e+00
1,162,  0.000000000000e+00
1,163, -9.178028178563e-02
1,164,  3.404303856005e-01
1,165, -4.401741639480e-01
1,166,  1.124229248354e-01
1,167,  4.614068471641e-01
1,168, -1.459175748815e-01
1,169,  4.561357918140e-01
1,170,  2.863552263602e-01
1,171,  5.934795825754e-01
1,172,  5.467834937661e-02
1,173, -3.917499750710e-01
1,174, -9.373410754887e-02
1,175, -2.916492311966e-01
1,176,  1.324000571657e-01
1,177,  7.185102554133e-02
1,178, -2.233172584021e-01
1,179,  1.549927442013e-01
2,0,  7.120289103862e-04
2,1, -1.297155718596e-03
2,2, -2.928999061007e-03
2,3, -2.500611220786e-03
2,4, -5.246393239561e-04
2,5, -3.236195579435e-03
2,6,  3.123596325371e-03
2,7,  3.032140369610e-03
2,8, -7.942181018694e-03
2,9, -5.981316275647e-03
2,10,  5.206744972838e-02
2,11,  9.857588691635e-02
2,12,  3.516113233053e-02
2,13,  1.143954565979e-01
2,14,  7.139897817171e-02
2,15, -8.561398328386e-02
2,16,  1.281525557466e-01
2,17, -2.847625711663e-02
2,18, -1.421530668866e-01
2,19, -1.337485163000e-02
2,20,  1.023408889392e-02
2,21, -7.956523610662e-02
2,22, -1.753975247581e-02
2,23,  2.562808798118e-02
2,24, -5.093254484832e-02
2,25,  3.027803607546e-02
2,26, -2.592376824552e-02
2,27, -5.950798919248e-03
2,28, -1.731194009962e-02
2,29,  0.000000000000e+00
2,30,  0.000000000000e+00
2,31,  0.000000000000e+00
2,32,  0.000000000000e+00
2,33,  0.000000000000e+00
2,34,  0.000000000000e+00
2,35,  0.000000000000e+00
2,36,  0.000000000000e+00
2,37,  0.000000000000e+00
2,38,  0.000000000000e+00
2,39, -6.329332901211e-01
2,40, -6.912318658014e-01
2,41, -7.555794414995e-01
2,42,  5.612959442702e-01
2,43,  4.555838255410e-01
2,44,  7.055948837666e-02
2,45,  3.870302178236e-01
2,46,  1.129698100374e+00
2,47,  1.987577920648e+00
2,48,  2.482885089877e-01
2,49, -1.688648754551e+00
2,50,  3.282481868197e-01
2,51, -1.624305152002e+00
2,52, -1.868368202139e+00
2,53, -3.962485168686e-01
2,54,  1.355833189407e-01
2,55, -4.711760093155e-02
2,56, -2.982437011271e+00
2,57,  0.000000000000e+00
2,58,  1.028375108314e+00
2,59, -3.478693328350e-01
2,60, -2.612889295641e+00
2,61,  0.000000000000e+00
2,62,  2.774393604269e+00
2,63,  0.000000000000e+00
2,64,  4.073551285603e-01
2,65,  6.162822681343e-01
2,66, -4.419244784802e-01
2,67, -2.311029903034e-01
2,68,  3.766851762510e-01
2,69, -2.312335132139e-01
2,70,  0.000000000000e+00
2,71,  0.000000000000e+00
2,72,  5.927891356122e-02
2,73,  0.000000000000e+00
2,74,  0.000000000000e+00
2,75,  0.000000000000e+00
2,76, -8.131885884125e-01
2,77,  6.811506155288e-01
2,78, -6.125415473420e-01
2,79, -1.323527623644e+00
2,80,  0.000000000000e+00
2,81,  5.710651731368e-01
2,82,  6.846867214565e-01
2,83, -2.376423343627e+00
2,84, -1.181333669293e+00
2,85,  0.000000000000e+00
2,86,  0.000000000000e+00
2,87, -2.761150792763e-01
2,88,  0.000000000000e+00
2,89, -1.679919488634e+00
2,90, -1.263673840903e+00
2,91,  2.908385727256e+00
2,92,  2.884852573436e+00
2,93, -2.953152585182e+00
2,94,  0.000000000000e+00
2,95, -1.250870542971e+00
2,96,  5.159193080137e-01
2,97,  0.000000000000e+00
2,98,  2.501043917532e-01
2,99,  0.000000000000e+00
2,100,  0.000000000000e+00
2,101,  1.322414840785e+00
2,102,  0.000000000000e+00
2,103, -1.362355028966e+00
2,104,  0.000000000000e+00
2,105, -5.780904809149e-01
2,106,  0.000000000000e+00
2,107, -2.648833445139e+00
2,108, -1.573975752075e-01
2,109,  3.259809562883e-01
2,110,  1.077313343834e+00
2,111, -2.460264634773e+00
2,112, -1.815181279833e+00
2,113,  1.056265694567e+00
2,114,  0.000000000000e+00
2,115,  0.000000000000e+00
2,116, -6.691449654803e-01
2,117, -1.216505621889e-01
2,118,  0.000000000000e+00
2,119,  0.000000000000e+00
2,120,  0.000000000000e+00
2,121, -5.276369356193e-01
2,122,  5.891821884258e-01
2,123, -8.826682219651e-01
2,124,  9.574026837293e-01
2,125, -9.585345547811e-01
2,126,  0.000000000000e+00
2,127,  0.000000000000e+00
2,128,  4.432785250460e-01
2,129, -1.460960072898e-01
2,130,  0.000000000000e+00
2,131, -1.599389686307e+00
2,132,  2.634673820842e+00
2,133,  0.000000000000e+00
2,134,  0.000000000000e+00
2,135,  7.331488630062e+00
2,136, -1.131301896466e+01
2,137, -8.066255999844e-01
2,138,  2.707000125799e+00
2,139,  1.687509798093e+00
2,140,  0.000000000000e+00
2,141,  0.000000000000e+00
2,142,  0.000000000000e+00
2,143,  6.563283894572e-02
2,144, -7.486059400225e-01
2,145, -1.472851757001e+00
2,146, -2.983537778367e+00
2,147, -1.457546438257e+00
2,148, -3.665041533727e-02
2,149,  0.000000000000e+00
2,150, -2.740210141889e+00
2,151,  4.119823201398e+00
2,152, -1.792392751836e+00
2,153,  0.000000000000e+00
2,154,  2.256631053824e+00
2,155,  0.000000000000e+00
2,156,  9.169701615405e-01
2,157,  0.000000000000e+00
2,158, -4.197491375443e+00
2,159, -9.092802340219e-01
2,160,  1.094971650619e+00
2,161,  0.000000000000e+00
2,162,  0.000000000000e+00
2,163,  1.307722355560e+00
2,164,  6.592035371133e-02
2,165, -7.322066579886e-02
2,166, -1.676868082368e+00
2,167, -1.799986195016e+00
2,168,  2.880090713785e+00
2,169, -8.723681209402e+00
2,170,  2.276295067171e+00
2,171, -6.794951430567e-01
2,172, -1.056517326076e+00
2,173,  7.478907163831e+00
2,174, -4.328376017650e+00
2,175, -8.460179924205e-02
2,176,  2.202472794436e+00
2,177, -4.365593284098e-01
2,178,  1.682526966854e+00
2,179, -1.835629159744e+00
3,0,  4.798868476532e-05
3,1,  1.134747553194e-06
3,2,  4.616487535532e-05
3,3,  6.623787003526e-05
3,4,  2.246555544944e-05
3,5,  5.997667914268e-05
3,6, -1.918161459287e-06
3,7,  1.498724167143e-05
3,8,  2.618473988507e-05
3,9,  6.001929968117e-06
3,10, -3.965675606867e-02
3,11, -4.226211046742e-02
3,12, -4.194215653418e-02
3,13,  4.996356084804e-03
3,14, -5.359563003136e-02
3,15, -9.778934460534e-02
3,16, -1.090876023981e-02
3,17, -4.262990747825e-02
3,18, -7.203491645738e-02
3,19,  7.465191521920e-02
3,20,  2.069248012315e-01
3,21, -6.300560280058e-03
3,22,  5.002497416727e-02
3,23, -1.837200357493e-01
3,24,  9.518470036956e-02
3,25,  2.120162571544e-01
3,26,  2.772210259502e-02
3,27, -1.794742227531e-01
3,28, -1.532968580147e-03
3,29,  1.662001948624e-17
3,30,  2.793875731850e-17
3,31,  1.376013965383e-17
3,32,  2.715083936564e-17
3,33,  2.001313180790e-17
3,34, -2.590173740190e-17
3,35,  3.761832229089e-17
3,36, -1.973271982308e-17
3,37,  4.491412338930e-17
3,38, -2.948458424651e-17
3,39, -8.174894005109e-02
3,40, -9.715230443764e-02
3,41, -3.678364890660e-02
3,42,  4.658135644646e-02
3,43,  8.061470852031e-02
3,44,  6.342529642276e-02
3,45,  5.481644009020e-02
3,46, -4.434578883325e-02
3,47, -7.394591859589e-02
3,48, -3.186629506589e-02
3,49,  1.086671497390e-01
3,50,  8.040697221955e-02
3,51,  5.145864650202e-02
3,52,  3.834154186691e-02
3,53,  7.028701303523e-02
3,54,  1.101232358516e-01
3,55, -8.798658427898e-02
3,56,  7.777597086792e-02
3,57,  2.842704924595e-17
3,58,  7.073842141336e-02
3,59, -1.703344408429e-01
3,60, -5.943380817252e-02
3,61,  5.128446822460e-17
3,62, -3.933394483146e-03
3,63, -8.993242120556e-18
3,64,  7.250933271939e-02
3,65,  1.262394763805e-01
3,66, -1.118587038287e-01
3,67,  6.800274262060e-03
3,68,  1.126893807584e-01
3,69,  1.361857677201e-01
3,70, -4.886959653977e-17
3,71, -4.453462172215e-17
3,72,  2.164123190558e-01
3,73,  1.083581798011e-17
3,74, -5.292351400874e-17
3,75,  2.457345077513e-17
3,76, -1.897917088880e-01
3,77,  2.398380019061e-01
3,78, -3.055442773907e-01
3,79, -2.913501366379e-01
3,80, -3.080851069708e-17
3,81,  1.274963827583e-01
3,82, -1.883984396918e-01
3,83, -2.748561250789e-01
3,84, -2.108247978515e-01
3,85, -4.644724765253e-18
3,86,  7.514934151716e-18
3,87, -2.001767238106e-01
3,88,  6.008500778943e-18
3,89,  2.417048757548e-01
3,90,  8.929832863277e-02
3,91, -3.606949742522e-02
3,92, -1.524916323326e-01
3,93,  9.064462860694e-02
3,94,  1.362003200980e-17
3,95, -1.318150420395e-01
3,96, -2.158744276850e-01
3,97,  8.624895968388e-18
3,98, -1.370988330642e-01
3,99,  4.461908625320e-18
3,100,  1.189315224919e-17
3,101, -1.381465899618e-01
3,102,  1.280449641401e-17
3,103,  1.338225261215e-01
3,104, -1.539365656593e-17
3,105,  5.519698376372e-02
3,106,  4.921493565602e-18
3,107,  4.862801807890e-02
3,108,  1.514889845719e-02
3,109,  1.189470745897e-01
3,110, -2.335797399378e-02
3,111,  3.997938842393e-02
3,112, -1.444428725139e-01
3,113,  1.993187417113e-01
3,114, -1.080872225474e-17
3,115, -5.921847383944e-18
3,116,  1.337900851309e-01
3,117, -6.560200739902e-02
3,118,  8.399966912479e-18
3,119,  9.787056283503e-18
3,120, -5.335813015966e-18
3,121, -5.973839881067e-02
3,122, -4.336408537477e-02
3,123, -8.012747010097e-02
3,124, -1.479232072293e-01
3,125,  1.866233747440e-01
3,126,  2.176440493224e-18
3,127, -5.681366633588e-18
3,128, -1.182407304267e-01
3,129, -1.228441516765e-01
3,130, -1.149955670570e-17
3,131, -1.124627318969e-01
3,132, -9.526460047815e-02
3,133, -1.261681920638e-17
3,134, -1.993555469136e-17
3,135, -2.820452109022e-02
3,136,  7.498246056176e-03
3,137, -9.325038455447e-02
3,138,  3.200831490149e-02
3,139, -4.991092742702e-02
3,140, -2.050769360072e-17
3,141, -3.654734608680e-18
3,142,  1.090743640221e-17
3,143,  1.230620202923e-01
3,144, -9.749439035613e-02
3,145,  1.339111099442e-01
3,146, -1.342803906289e-01
3,147,  2.358750567954e-01
3,148,  1.535860364125e-01
3,149,  9.379082395463e-18
3,150,  2.588576349656e-02
3,151, -3.117526816499e-01
3,152,  1.461971911735e-01
3,153, -2.067449858086e-18
3,154, -4.048786736065e-01
3,155, -1.734320953081e-18
3,156, -2.408319258418e-01
3,157, -5.993377332128e-18
3,158,  3.427599380517e-01
3,159,  3.423312951638e-01
3,160, -1.066756693661e-01
3,161, -6.870357347676e-18
3,162,  5.887959611167e-18
3,163,  3.074781418065e-01
3,164,  4.993963186612e-01
3,165, -4.820609479165e-01
3,166, -8.568777424254e-02
3,167, -2.225208997419e-01
3,168,  3.147974412244e-01
3,169,  2.075776417170e-02
3,170,  1.240234386352e-01
3,171, -1.049320163042e-01
3,172, -4.375396445399e-02
3,173, -1.035043135595e-01
3,174, -2.468649448111e-01
3,175, -1.719565768511e-01
3,176, -1.124250860987e-01
3,177, -3.279811991830e-01
3,178,  3.226327240952e-01
3,179, -1.901896261318e-01
4,0,  5.876918919314e-21
4,1,  1.389664958860e-22
4,2,  5.653566683693e-21
4,3,  8.111799552102e-21
4,4,  2.751237057222e-21
4,5,  7.345024813558e-21
4,6, -2.349070291363e-22
4,7,  1.835407754096e-21
4,8,  3.206705788676e-21
4,9,  7.350244324161e-22
4,10, -4.856551938406e-18
4,11, -5.175615830914e-18
4,12, -5.136432774892e-18
4,13,  6.118771486656e-19
4,14, -6.563571676619e-18
4,15, -1.197574078616e-17
4,16, -1.335937831035e-18
4,17, -5.220657974118e-18
4,18, -8.821732986638e-18
4,19,  9.142222902341e-18
4,20,  2.534097954924e-17
4,21, -7.715960979808e-19
4,22,  6.126292449138e-18
4,23, -2.249921537196e-17
4,24,  1.165676386354e-17
4,25,  2.596450306913e-17
4,26,  3.394978420862e-18
4,27, -2.197925324241e-17
4,28, -1.877345064871e-19
4,29, -1.357127581422e-01
4,30, -2.281372664996e-01
4,31, -1.123600671100e-01
4,32, -2.217034281602e-01
4,33, -1.634196228810e-01
4,34,  2.115037365870e-01
4,35, -3.071769126991e-01
4,36,  1.611298852602e-01
4,37, -3.667516497048e-01
4,38,  2.407599012796e-01
4,39, -1.001135777673e-17
4,40, -1.189772586593e-17
4,41, -4.504697789442e-18
4,42,  5.704570907210e-18
4,43,  9.872454475360e-18
4,44,  7.767358624910e-18
4,45,  6.713077789712e-18
4,46, -5.430792835030e-18
4,47, -9.055763251847e-18
4,48, -3.902495625313e-18
4,49,  1.330788771004e-17
4,50,  9.847014115780e-18
4,51,  6.301866672716e-18
4,52,  4.695484652169e-18
4,53,  8.607676553522e-18
4,54,  1.348620682974e-17
4,55, -1.077524888052e-17
4,56,  9.524809377398e-18
4,57, -2.321244726703e-01
4,58,  8.662958136061e-18
4,59, -2.085995277628e-17
4,60, -7.278542293961e-18
4,61, -4.187694628387e-01
4,62, -4.817018963568e-19
4,63,  7.343539481602e-02
4,64,  8.879832222311e-18
4,65,  1.545987706754e-17
4,66, -1.369874036005e-17
4,67,  8.327934108355e-19
4,68,  1.380046894437e-17
4,69,  1.667794645278e-17
4,70,  3.990505390925e-01
4,71,  3.636527834242e-01
4,72,  2.650286538278e-17
4,73, -8.848116851043e-02
4,74,  4.321532873445e-01
4,75, -2.006574531713e-01
4,76, -2.324278087944e-17
4,77,  2.937168413482e-17
4,78, -3.741838213044e-17
4,79, -3.568010122647e-17
4,80,  2.515705811547e-01
4,81,  1.561380370478e-17
4,82, -2.307215461329e-17
4,83, -3.366016738039e-17
4,84, -2.581859138697e-17
4,85,  3.792705593553e-02
4,86, -6.136409417759e-02
4,87, -2.451457840785e-17
4,88, -4.906313218739e-02
4,89,  2.960031024314e-17
4,90,  1.093589123293e-17
4,91, -4.417239456865e-18
4,92, -1.867483894329e-17
4,93,  1.110076542834e-17
4,94, -1.112160013751e-01
4,95, -1.614268693132e-17
4,96, -2.643699268822e-17
4,97, -7.042762022808e-02
4,98, -1.678976470789e-17
4,99, -3.643424886610e-02
4,100, -9.711495802272e-02
4,101, -1.691807792099e-17
4,102, -1.045566478672e-01
4,103,  1.638853282685e-17
4,104,  1.256987449495e-01
4,105,  6.759680948883e-18
4,106, -4.018704469753e-02
4,107,  5.955214668920e-18
4,108,  1.855205000620e-18
4,109,  1.456681541643e-17
4,110, -2.860526808605e-18
4,111,  4.896063006523e-18
4,112, -1.768915014838e-17
4,113,  2.440950590469e-17
4,114,  8.825991512218e-02
4,115,  4.835555352014e-02
4,116,  1.638455995132e-17
4,117, -8.033928837884e-18
4,118, -6.859093510331e-02
4,119, -7.991737936454e-02
4,120,  4.357021975381e-02
4,121, -7.315843888967e-18
4,122, -5.310568835216e-18
4,123, -9.812784978293e-18
4,124, -1.811536822529e-17
4,125,  2.285477185263e-17
4,126, -1.777198531642e-02
4,127,  4.639187917319e-02
4,128, -1.448031320459e-17
4,129, -1.504406971446e-17
4,130,  9.390100650819e-02
4,131, -1.377271246409e-17
4,132, -1.166654880476e-17
4,133,  1.030241471677e-01
4,134,  1.627861576517e-01
4,135, -3.454057647463e-18
4,136,  9.182703031915e-19
4,137, -1.141987849639e-17
4,138,  3.919888039021e-18
4,139, -6.112325751598e-18
4,140,  1.674580263877e-01
4,141,  2.984317283338e-02
4,142, -8.906597730710e-02
4,143,  1.507075092475e-17
4,144, -1.193961930845e-17
4,145,  1.639938121634e-17
4,146, -1.644460505720e-17
4,147,  2.888636333032e-17
4,148,  1.880886478863e-17
4,149, -7.658601975683e-02
4,150,  3.170091740954e-18
4,151, -3.817869237081e-17
4,152,  1.790399222150e-17
4,153,  1.688200924157e-02
4,154, -4.958333716752e-17
4,155,  1.416180530002e-02
4,156, -2.949340471146e-17
4,157,  4.893963987250e-02
4,158,  4.197598610110e-17
4,159,  4.192349248704e-17
4,160, -1.306400170360e-17
4,161,  5.610072514344e-02
4,162, -4.807883885596e-02
4,163,  3.765521221711e-17
4,164,  6.115841031544e-17
4,165, -5.903543968599e-17
4,166, -1.049372584522e-17
4,167, -2.725095076123e-17
4,168,  3.855156787753e-17
4,169,  2.542092945033e-18
4,170,  1.518849071438e-17
4,171, -1.285046578950e-17
4,172, -5.358315251858e-18
4,173, -1.267562262986e-17
4,174, -3.023223644846e-17
4,175, -2.105860714331e-17
4,176, -1.376810218347e-17
4,177, -4.016611257600e-17
4,178,  3.951111328633e-17
4,179, -2.329151168734e-17
5,0,  6.991525324698e-06
5,1,  7.106313498685e-06
5,2, -2.201850104445e-05
5,3, -7.278936008793e-06
5,4,  2.755979979942e-05
5,5,  4.264358776382e-05
5,6,  1.724674013913e-05
5,7,  4.022708345167e-05
5,8,  2.376625246997e-05
5,9,  1.842897808229e-05
5,10,  1.605262945622e-02
5,11,  3.275007186956e-02
5,12, -4.668798606949e-02
5,13,  4.879767440039e-02
5,14, -7.546623860112e-02
5,15, -9.239602145185e-02
5,16, -9.110788842542e-02
5,17, -9.691826833199e-02
5,18,  7.668014075896e-02
5,19, -1.402123331200e-01
5,20,  4.306845338647e-02
5,21,  2.110225731983e-02
5,22, -2.231723217909e-01
5,23, -6.577565563020e-02
5,24,  1.942332439015e-03
5,25, -1.287477684941e-02
5,26, -2.343156735145e-01
5,27, -1.617541722705e-02
5,28, -1.547100789139e-01
5,29,  2.035365366559e-33
5,30,  3.421510972225e-33
